"cfda_program_num","cfda_program_title","agency_code","recipient_county_code","recipient_state_code","recipient_country_code","assistance_type","fiscal_year","asst_cat_type","recip_cat_type","fed_funding_amount","non_fed_funding_amount","total_funding_amount","face_loan_guran","orig_sub_guran","agency_name","assistance_type_name","recip_cat_type_name"
"84.063 ","PELL                                                                      ","9100","122","AK","USA","06","2016","d","h",25992,0,25992,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","123","AL","USA","06","2016","d","h",25125,0,25125,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","123","AR","USA","06","2016","d","h",1323258,0,1323258,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","123","CO","USA","06","2016","d","f",21566,0,21566,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"84.063 ","PELL                                                                      ","9100","123","CO","USA","06","2016","d","h",439899,0,439899,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","123","IA","USA","06","2016","d","h",65165,0,65165,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","123","KS","USA","06","2016","d","f",18896,0,18896,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"84.063 ","PELL                                                                      ","9100","123","MN","USA","06","2016","d","f",92022,0,92022,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"84.063 ","PELL                                                                      ","9100","123","MN","USA","06","2016","d","g",79999,0,79999,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"84.063 ","PELL                                                                      ","9100","123","MN","USA","06","2016","d","h",1255120,0,1255120,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","123","NC","USA","06","2016","d","h",559,0,559,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","123","NY","USA","06","2016","d","h",115248,0,115248,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","123","OK","USA","06","2016","d","g",70191,0,70191,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"84.063 ","PELL                                                                      ","9100","123","OK","USA","06","2016","d","h",180243,0,180243,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","123","TN","USA","06","2016","d","h",400686,0,400686,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","125","AL","USA","06","2016","d","h",861532,0,861532,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","125","IA","USA","06","2016","d","h",22385,0,22385,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","125","KS","USA","06","2016","d","g",130011,0,130011,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"84.063 ","PELL                                                                      ","9100","125","KS","USA","06","2016","d","h",1028871,0,1028871,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","125","KY","USA","06","2016","d","h",19496,0,19496,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","125","MI","USA","06","2016","d","f",1671612,0,1671612,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"84.063 ","PELL                                                                      ","9100","125","MI","USA","06","2016","d","g",1330156,0,1330156,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"84.063 ","PELL                                                                      ","9100","125","MI","USA","06","2016","d","h",1019738,0,1019738,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","125","NC","USA","06","2016","d","g",162649,0,162649,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"84.063 ","PELL                                                                      ","9100","125","OK","USA","06","2016","d","f",7700,0,7700,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"84.063 ","PELL                                                                      ","9100","125","OK","USA","06","2016","d","h",124998,0,124998,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","125","OK","USA","06","2016","d","n",2888,0,2888,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Non-Profit Organization"
"84.063 ","PELL                                                                      ","9100","125","PA","USA","06","2016","d","f",63336,0,63336,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"84.063 ","PELL                                                                      ","9100","125","PA","USA","06","2016","d","g",101363,0,101363,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"84.063 ","PELL                                                                      ","9100","125","PA","USA","06","2016","d","h",365867,0,365867,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","","PR","PRI","06","2016","d","n",6218942,0,6218942,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Non-Profit Organization"
"84.063 ","PELL                                                                      ","9100","125","TN","USA","06","2016","d","f",3491280,0,3491280,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"84.063 ","PELL                                                                      ","9100","125","TN","USA","06","2016","d","h",374306,0,374306,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","127","FL","USA","06","2016","d","f",208188,0,208188,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"84.063 ","PELL                                                                      ","9100","127","FL","USA","06","2016","d","g",780369,0,780369,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"84.063 ","PELL                                                                      ","9100","127","FL","USA","06","2016","d","h",2057659,0,2057659,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","127","GA","USA","06","2016","d","h",161626,0,161626,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","127","IA","USA","06","2016","d","f",869,0,869,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"84.063 ","PELL                                                                      ","9100","127","IA","USA","06","2016","d","g",92095,0,92095,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"84.063 ","PELL                                                                      ","9100","127","IN","USA","06","2016","d","f",5455,0,5455,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"84.063 ","PELL                                                                      ","9100","127","IN","USA","06","2016","d","h",21713,0,21713,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","127","MO","USA","06","2016","d","g",194061,0,194061,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"84.063 ","PELL                                                                      ","9100","127","NC","USA","06","2016","d","g",98710,0,98710,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"84.063 ","PELL                                                                      ","9100","127","NC","USA","06","2016","d","h",89821,0,89821,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","127","NE","USA","06","2016","d","h",157208,0,157208,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","","PR","PRI","06","2016","d","f",12755430,0,12755430,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"84.063 ","PELL                                                                      ","9100","","PR","PRI","06","2016","d","g",6816804,0,6816804,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"84.063 ","PELL                                                                      ","9100","","PR","PRI","06","2016","d","h",4155634,0,4155634,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","","PR","PRI","06","2016","d","n",583245,0,583245,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Non-Profit Organization"
"84.063 ","PELL                                                                      ","9100","127","WI","USA","06","2016","d","h",326918,0,326918,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","129","NC","USA","06","2016","d","f",119111,0,119111,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"84.063 ","PELL                                                                      ","9100","129","NC","USA","06","2016","d","g",37633,0,37633,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"84.063 ","PELL                                                                      ","9100","129","NC","USA","06","2016","d","h",230753,0,230753,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","129","OH","USA","06","2016","d","h",947232,0,947232,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","129","PA","USA","06","2016","d","f",443492,0,443492,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"84.063 ","PELL                                                                      ","9100","129","PA","USA","06","2016","d","g",3925437,0,3925437,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"84.063 ","PELL                                                                      ","9100","129","PA","USA","06","2016","d","h",187780,0,187780,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","129","TX","USA","06","2016","d","g",138004,0,138004,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"84.063 ","PELL                                                                      ","9100","129","WI","USA","06","2016","d","g",7557,0,7557,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"84.063 ","PELL                                                                      ","9100","131","AR","USA","06","2016","d","f",91279,0,91279,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"84.063 ","PELL                                                                      ","9100","131","AR","USA","06","2016","d","h",174753,0,174753,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","131","FL","USA","06","2016","d","g",57192,0,57192,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"84.063 ","PELL                                                                      ","9100","131","MN","USA","06","2016","d","h",400878,0,400878,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","131","MS","USA","06","2016","d","g",1076350,0,1076350,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"84.063 ","PELL                                                                      ","9100","131","OK","USA","06","2016","d","h",74175,0,74175,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","133","AR","USA","06","2016","d","h",144106,0,144106,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","133","FL","USA","06","2016","d","h",115031,0,115031,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","133","IL","USA","06","2016","d","f",19253,0,19253,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"84.063 ","PELL                                                                      ","9100","133","IN","USA","06","2016","d","h",30180,0,30180,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","133","KS","USA","06","2016","d","h",154071,0,154071,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","133","KY","USA","06","2016","d","f",2712,0,2712,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"84.063 ","PELL                                                                      ","9100","133","MS","USA","06","2016","d","g",4156923,0,4156923,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"84.063 ","PELL                                                                      ","9100","133","NC","USA","06","2016","d","g",413308,0,413308,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"84.063 ","PELL                                                                      ","9100","133","OH","USA","06","2016","d","f",167465,0,167465,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"84.063 ","PELL                                                                      ","9100","133","OH","USA","06","2016","d","h",250541,0,250541,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","133","OK","USA","06","2016","d","h",107469,0,107469,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","133","PA","USA","06","2016","d","f",126168,0,126168,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"84.063 ","PELL                                                                      ","9100","133","PA","USA","06","2016","d","g",58273,0,58273,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"84.063 ","PELL                                                                      ","9100","133","PA","USA","06","2016","d","h",77469,0,77469,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","133","TN","USA","06","2016","d","h",104468,0,104468,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","133","TX","USA","06","2016","d","h",214881,0,214881,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","133","WI","USA","06","2016","d","g",310956,0,310956,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"84.063 ","PELL                                                                      ","9100","133","WI","USA","06","2016","d","h",145252,0,145252,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","135","GA","USA","06","2016","d","f",333694,0,333694,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"84.063 ","PELL                                                                      ","9100","135","GA","USA","06","2016","d","g",285671,0,285671,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"84.063 ","PELL                                                                      ","9100","135","GA","USA","06","2016","d","n",9502,0,9502,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Non-Profit Organization"
"84.063 ","PELL                                                                      ","9100","135","IL","USA","06","2016","d","f",3850,0,3850,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"84.063 ","PELL                                                                      ","9100","135","NC","USA","06","2016","d","h",113552,0,113552,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","135","SD","USA","06","2016","d","h",13086,0,13086,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","135","TX","USA","06","2016","d","g",234986,0,234986,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"84.063 ","PELL                                                                      ","9100","135","TX","USA","06","2016","d","h",170801,0,170801,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","137","GA","USA","06","2016","d","g",117229,0,117229,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"84.063 ","PELL                                                                      ","9100","137","GA","USA","06","2016","d","h",13656,0,13656,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","137","IL","USA","06","2016","d","f",10344,0,10344,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"84.063 ","PELL                                                                      ","9100","137","IL","USA","06","2016","d","h",21271,0,21271,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","137","MN","USA","06","2016","d","f",14746,0,14746,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"84.063 ","PELL                                                                      ","9100","137","MN","USA","06","2016","d","g",187864,0,187864,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"84.063 ","PELL                                                                      ","9100","137","MN","USA","06","2016","d","h",563396,0,563396,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","137","MS","USA","06","2016","d","h",8214060,0,8214060,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","137","NC","USA","06","2016","d","g",7971,0,7971,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"84.063 ","PELL                                                                      ","9100","137","OK","USA","06","2016","d","g",22024,0,22024,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"84.063 ","PELL                                                                      ","9100","139","AR","USA","06","2016","d","f",12971,0,12971,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"84.063 ","PELL                                                                      ","9100","139","AR","USA","06","2016","d","h",1581782,0,1581782,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","139","GA","USA","06","2016","d","f",41430,0,41430,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"84.063 ","PELL                                                                      ","9100","139","GA","USA","06","2016","d","g",-7641,0,-7641,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"84.063 ","PELL                                                                      ","9100","139","GA","USA","06","2016","d","h",225871,0,225871,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","139","MI","USA","06","2016","d","g",34925,0,34925,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"84.063 ","PELL                                                                      ","9100","139","MI","USA","06","2016","d","h",54626,0,54626,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","139","MS","USA","06","2016","d","h",16953,0,16953,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","139","NC","USA","06","2016","d","h",84514,0,84514,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","139","OH","USA","06","2016","d","g",22399,0,22399,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"84.063 ","PELL                                                                      ","9100","139","OH","USA","06","2016","d","h",18828,0,18828,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","139","OK","USA","06","2016","d","h",275354,0,275354,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","139","TX","USA","06","2016","d","h",44703,0,44703,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","139","WI","USA","06","2016","d","h",400511,0,400511,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","141","IA","USA","06","2016","d","g",50349,0,50349,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"84.063 ","PELL                                                                      ","9100","141","IN","USA","06","2016","d","h",440561,0,440561,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","141","OH","USA","06","2016","d","f",98487,0,98487,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"84.063 ","PELL                                                                      ","9100","141","OH","USA","06","2016","d","g",6489,0,6489,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"84.063 ","PELL                                                                      ","9100","","PR","PRI","06","2016","d","g",2091314,0,2091314,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"84.063 ","PELL                                                                      ","9100","141","TN","USA","06","2016","d","f",110675,0,110675,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"84.063 ","PELL                                                                      ","9100","141","TN","USA","06","2016","d","n",38361,0,38361,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Non-Profit Organization"
"84.063 ","PELL                                                                      ","9100","141","TX","USA","06","2016","d","f",2423578,0,2423578,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"84.063 ","PELL                                                                      ","9100","141","TX","USA","06","2016","d","g",346459,0,346459,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"84.063 ","PELL                                                                      ","9100","141","TX","USA","06","2016","d","h",437227,0,437227,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","141","WI","USA","06","2016","d","g",47965,0,47965,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"84.063 ","PELL                                                                      ","9100","143","AR","USA","06","2016","d","f",15674,0,15674,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"84.063 ","PELL                                                                      ","9100","143","AR","USA","06","2016","d","h",203630,0,203630,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","143","GA","USA","06","2016","d","g",163572,0,163572,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"84.063 ","PELL                                                                      ","9100","143","IL","USA","06","2016","d","f",19278,0,19278,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"84.063 ","PELL                                                                      ","9100","143","IL","USA","06","2016","d","h",178601,0,178601,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","143","IL","USA","06","2016","d","n",3068,0,3068,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Non-Profit Organization"
"84.063 ","PELL                                                                      ","9100","143","MI","USA","06","2016","d","f",9461,0,9461,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"84.063 ","PELL                                                                      ","9100","143","MI","USA","06","2016","d","g",29227,0,29227,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"84.063 ","PELL                                                                      ","9100","143","MO","USA","06","2016","d","h",15503,0,15503,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","143","OH","USA","06","2016","d","g",42332,0,42332,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"84.063 ","PELL                                                                      ","9100","143","OH","USA","06","2016","d","h",87297,0,87297,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","143","OK","USA","06","2016","d","f",4194101,0,4194101,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"84.063 ","PELL                                                                      ","9100","143","OK","USA","06","2016","d","g",141731,0,141731,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"84.063 ","PELL                                                                      ","9100","143","OK","USA","06","2016","d","h",1822122,0,1822122,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","143","TN","USA","06","2016","d","h",27741,0,27741,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","143","TX","USA","06","2016","d","h",337259,0,337259,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","145","AR","USA","06","2016","d","f",26608,0,26608,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"84.063 ","PELL                                                                      ","9100","145","AR","USA","06","2016","d","h",277642,0,277642,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","145","MI","USA","06","2016","d","f",45215,0,45215,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"84.063 ","PELL                                                                      ","9100","145","MN","USA","06","2016","d","f",10671078,0,10671078,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"84.063 ","PELL                                                                      ","9100","145","MN","USA","06","2016","d","h",122649,0,122649,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","145","MO","USA","06","2016","d","f",25308,0,25308,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"84.063 ","PELL                                                                      ","9100","145","MO","USA","06","2016","d","g",524089,0,524089,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"84.063 ","PELL                                                                      ","9100","145","MO","USA","06","2016","d","h",2888,0,2888,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","145","NC","USA","06","2016","d","g",5027,0,5027,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
